"No.","Time","Source","Destination","Length","wsize","ack_rtt"
"322","1563304574.347834","137.50.19.227","88.210.175.226","2974","31088",""
"323","1563304574.350397","88.210.175.226","137.50.19.227","60","65535","0.053769000"
"324","1563304574.350414","137.50.19.227","88.210.175.226","1514","31088",""
"325","1563304574.352077","88.210.175.226","137.50.19.227","60","65535","0.054252000"
"326","1563304574.352527","88.210.175.226","137.50.19.227","60","65535",""
"327","1563304574.352539","137.50.19.227","88.210.175.226","2974","31088",""
"328","1563304574.354292","88.210.175.226","137.50.19.227","60","65535","0.053502000"
"329","1563304574.354304","137.50.19.227","88.210.175.226","1514","31088",""
"330","1563304574.356137","88.210.175.226","137.50.19.227","60","65535","0.053625000"
"331","1563304574.356438","88.210.175.226","137.50.19.227","60","65535",""
"332","1563304574.356450","137.50.19.227","88.210.175.226","2974","31088",""
"333","1563304574.359772","88.210.175.226","137.50.19.227","60","65535","0.053622000"
"334","1563304574.359784","137.50.19.227","88.210.175.226","1514","31088",""
"335","1563304574.359798","88.210.175.226","137.50.19.227","60","65535",""
"336","1563304574.359807","137.50.19.227","88.210.175.226","1514","31088",""
"337","1563304574.361437","88.210.175.226","137.50.19.227","60","65535","0.051984000"
"338","1563304574.361461","137.50.19.227","88.210.175.226","1514","31088",""
"339","1563304574.362851","88.210.175.226","137.50.19.227","60","65535",""
"340","1563304574.366254","88.210.175.226","137.50.19.227","60","65535","0.054185000"
"341","1563304574.366275","137.50.19.227","88.210.175.226","2974","31088",""
"342","1563304574.366364","88.210.175.226","137.50.19.227","60","65535",""
"343","1563304574.368353","88.210.175.226","137.50.19.227","60","65535","0.053850000"
"344","1563304574.368365","137.50.19.227","88.210.175.226","2974","31088",""
"345","1563304574.370279","88.210.175.226","137.50.19.227","60","65535",""
"346","1563304574.370291","137.50.19.227","88.210.175.226","1514","31088",""
"347","1563304574.372298","88.210.175.226","137.50.19.227","60","65535","0.056426000"
"348","1563304574.372306","88.210.175.226","137.50.19.227","60","65535","0.053733000"
"349","1563304574.372313","137.50.19.227","88.210.175.226","2974","31088",""
"350","1563304574.374201","88.210.175.226","137.50.19.227","60","65535",""
"351","1563304574.374219","137.50.19.227","88.210.175.226","2974","31088",""
"352","1563304574.374870","88.210.175.226","137.50.19.227","60","65535","0.054026000"
"353","1563304574.377985","88.210.175.226","137.50.19.227","60","65535","0.056161000"
"354","1563304574.378003","137.50.19.227","88.210.175.226","2974","31088",""
"355","1563304574.378018","88.210.175.226","137.50.19.227","60","65535",""
"356","1563304574.379585","88.210.175.226","137.50.19.227","60","65535","0.054260000"
"357","1563304574.379602","137.50.19.227","88.210.175.226","2974","31088",""
"358","1563304574.381373","88.210.175.226","137.50.19.227","60","65535",""
"359","1563304574.381390","137.50.19.227","88.210.175.226","1514","31088",""
"360","1563304574.382387","88.210.175.226","137.50.19.227","60","65535","0.054529000"
"361","1563304574.384915","88.210.175.226","137.50.19.227","60","65535","0.055454000"
"362","1563304574.384932","137.50.19.227","88.210.175.226","2974","31088",""
"363","1563304574.385981","88.210.175.226","137.50.19.227","60","65535",""
"364","1563304574.388410","88.210.175.226","137.50.19.227","60","65535","0.054242000"
"365","1563304574.388427","137.50.19.227","88.210.175.226","2974","31088",""
"366","1563304574.389138","88.210.175.226","137.50.19.227","60","65535",""
"367","1563304574.389155","137.50.19.227","88.210.175.226","1514","31088",""
"368","1563304574.391204","88.210.175.226","137.50.19.227","60","65535","0.055025000"
"369","1563304574.391968","88.210.175.226","137.50.19.227","60","65535","0.054927000"
"370","1563304574.391984","137.50.19.227","88.210.175.226","2974","31088",""
"371","1563304574.393728","88.210.175.226","137.50.19.227","60","65535",""
"372","1563304574.393735","137.50.19.227","88.210.175.226","1514","31088",""
"373","1563304574.394959","88.210.175.226","137.50.19.227","60","65535","0.055091000"
"374","1563304574.397287","88.210.175.226","137.50.19.227","60","65535",""
"375","1563304574.397305","137.50.19.227","88.210.175.226","2974","31088",""
"376","1563304574.397503","88.210.175.226","137.50.19.227","60","65535","0.055961000"
"377","1563304574.399767","88.210.175.226","137.50.19.227","60","65535",""
"378","1563304574.399778","137.50.19.227","88.210.175.226","2974","31088",""
"379","1563304574.400968","88.210.175.226","137.50.19.227","60","65535","0.056103000"
"380","1563304574.400985","137.50.19.227","88.210.175.226","1514","31088",""
"381","1563304574.403227","88.210.175.226","137.50.19.227","60","65535",""
"382","1563304574.403240","137.50.19.227","88.210.175.226","2974","31088",""
"383","1563304574.404308","88.210.175.226","137.50.19.227","60","65535","0.056474000"
